08:11:49.919 INF Connecting to orderer. addrStr=127.0.0.1:10011 peerId=1
08:11:49.919 INF Connecting to orderer. addrStr=127.0.0.1:10000 peerId=0
08:11:49.919 INF Connecting to orderer. addrStr=127.0.0.1:10022 peerId=2
08:11:49.919 INF Connecting to orderer. addrStr=127.0.0.1:10033 peerId=3
08:11:49.925 INF Connected to orderer. addrStr=127.0.0.1:10033 id=3
08:11:49.926 INF Connected to orderer. addrStr=127.0.0.1:10000 id=0
08:11:49.926 INF Connected to orderer. addrStr=127.0.0.1:10011 id=1
08:11:49.926 INF Connected to orderer. addrStr=127.0.0.1:10022 id=2
08:11:49.940 INF Connected to orderers.
08:11:49.942 INF Updating bucket assignment. epoch=0
08:11:49.942 DBG New bucket assignment. buckets=[0,4,8,12,16,20,24,28,32,36,40,44,48,52,56,60] orderer=0
08:11:49.942 DBG New bucket assignment. buckets=[1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61] orderer=1
08:11:49.942 DBG New bucket assignment. buckets=[2,6,10,14,18,22,26,30,34,38,42,46,50,54,58,62] orderer=2
08:11:49.943 DBG New bucket assignment. buckets=[3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63] orderer=3
08:11:49.943 INF Resubmitted Requests. epoch=0 n=0
08:11:49.944 INF Setting up client timeout. clientRunTime=30000
08:11:49.945 INF Starting to submit requests. numRequests=15360
08:11:49.945 DBG Submitted request. clSeqNr=0
08:11:49.949 DBG Submitted request. clSeqNr=1
08:11:49.954 DBG Submitted request. clSeqNr=2
08:11:49.958 DBG Submitted request. clSeqNr=3
08:11:49.961 DBG Submitted request. clSeqNr=4
08:11:49.965 DBG Submitted request. clSeqNr=5
08:11:49.969 DBG Submitted request. clSeqNr=6
08:11:49.973 DBG Submitted request. clSeqNr=7
08:11:49.977 DBG Submitted request. clSeqNr=8
08:11:49.980 DBG Submitted request. clSeqNr=9
08:11:49.985 DBG Submitted request. clSeqNr=10
08:11:49.989 DBG Submitted request. clSeqNr=11
08:11:49.992 DBG Submitted request. clSeqNr=12
08:11:49.996 DBG Submitted request. clSeqNr=13
08:11:50.001 DBG Submitted request. clSeqNr=14
08:11:50.004 DBG Submitted request. clSeqNr=15
08:11:50.008 DBG Submitted request. clSeqNr=16
08:11:50.012 DBG Submitted request. clSeqNr=17
08:11:50.016 DBG Submitted request. clSeqNr=18
08:11:50.020 DBG Submitted request. clSeqNr=19
08:11:50.024 DBG Submitted request. clSeqNr=20
08:11:50.027 DBG Submitted request. clSeqNr=21
08:11:50.032 DBG Submitted request. clSeqNr=22
08:11:50.035 DBG Submitted request. clSeqNr=23
08:11:50.039 DBG Submitted request. clSeqNr=24
08:11:50.044 DBG Submitted request. clSeqNr=25
08:11:50.047 DBG Submitted request. clSeqNr=26
08:11:50.051 DBG Submitted request. clSeqNr=27
08:11:50.054 DBG Submitted request. clSeqNr=28
08:11:50.059 DBG Submitted request. clSeqNr=29
08:11:50.063 DBG Submitted request. clSeqNr=30
08:11:50.066 DBG Submitted request. clSeqNr=31
08:11:50.070 DBG Submitted request. clSeqNr=32
08:11:50.074 DBG Submitted request. clSeqNr=33
08:11:50.078 DBG Submitted request. clSeqNr=34
08:11:50.082 DBG Submitted request. clSeqNr=35
08:11:50.086 DBG Submitted request. clSeqNr=36
08:11:50.090 DBG Submitted request. clSeqNr=37
08:11:50.094 DBG Submitted request. clSeqNr=38
08:11:50.097 DBG Submitted request. clSeqNr=39
08:11:50.102 DBG Submitted request. clSeqNr=40
08:11:50.106 DBG Submitted request. clSeqNr=41
08:11:50.109 DBG Submitted request. clSeqNr=42
08:11:50.114 DBG Submitted request. clSeqNr=43
08:11:50.117 DBG Submitted request. clSeqNr=44
08:11:50.121 DBG Submitted request. clSeqNr=45
08:11:50.125 DBG Submitted request. clSeqNr=46
08:11:50.129 DBG Submitted request. clSeqNr=47
08:11:50.133 DBG Submitted request. clSeqNr=48
08:11:50.137 DBG Submitted request. clSeqNr=49
08:11:50.141 DBG Submitted request. clSeqNr=50
08:11:50.145 DBG Submitted request. clSeqNr=51
08:11:50.148 DBG Submitted request. clSeqNr=52
08:11:50.152 DBG Submitted request. clSeqNr=53
08:11:50.157 DBG Submitted request. clSeqNr=54
08:11:50.160 DBG Submitted request. clSeqNr=55
08:11:50.164 DBG Submitted request. clSeqNr=56
08:11:50.169 DBG Submitted request. clSeqNr=57
08:11:50.172 DBG Submitted request. clSeqNr=58
08:11:50.176 DBG Submitted request. clSeqNr=59
08:11:50.180 DBG Submitted request. clSeqNr=60
08:11:50.184 DBG Submitted request. clSeqNr=61
08:11:50.188 DBG Submitted request. clSeqNr=62
08:11:50.191 DBG Submitted request. clSeqNr=63
08:11:50.195 DBG Submitted request. clSeqNr=64
08:11:50.200 DBG Submitted request. clSeqNr=65
08:11:50.203 DBG Submitted request. clSeqNr=66
08:11:50.207 DBG Submitted request. clSeqNr=67
08:11:50.211 DBG Submitted request. clSeqNr=68
08:11:50.215 DBG Submitted request. clSeqNr=69
08:11:50.219 DBG Submitted request. clSeqNr=70
08:11:50.223 DBG Submitted request. clSeqNr=71
08:11:50.227 DBG Submitted request. clSeqNr=72
08:11:50.231 DBG Submitted request. clSeqNr=73
08:11:50.234 DBG Submitted request. clSeqNr=74
08:11:50.239 DBG Submitted request. clSeqNr=75
08:11:50.242 DBG Submitted request. clSeqNr=76
08:11:50.246 DBG Submitted request. clSeqNr=77
08:11:50.250 DBG Submitted request. clSeqNr=78
08:11:50.254 DBG Submitted request. clSeqNr=79
08:11:50.258 DBG Submitted request. clSeqNr=80
08:11:50.262 DBG Submitted request. clSeqNr=81
08:11:50.266 DBG Submitted request. clSeqNr=82
08:11:50.270 DBG Submitted request. clSeqNr=83
08:11:50.274 DBG Submitted request. clSeqNr=84
08:11:50.277 DBG Submitted request. clSeqNr=85
08:11:50.282 DBG Submitted request. clSeqNr=86
08:11:50.285 DBG Submitted request. clSeqNr=87
08:11:50.289 DBG Submitted request. clSeqNr=88
08:11:50.293 DBG Submitted request. clSeqNr=89
08:11:50.297 DBG Submitted request. clSeqNr=90
08:11:50.301 DBG Submitted request. clSeqNr=91
08:11:50.305 DBG Submitted request. clSeqNr=92
08:11:50.308 DBG Submitted request. clSeqNr=93
08:11:50.313 DBG Submitted request. clSeqNr=94
08:11:50.317 DBG Submitted request. clSeqNr=95
