03:25:13.448 INF Connecting to orderer. addrStr=127.0.0.1:10000 peerId=0
03:25:13.448 INF Connecting to orderer. addrStr=127.0.0.1:10033 peerId=3
03:25:13.448 INF Connecting to orderer. addrStr=127.0.0.1:10011 peerId=1
03:25:13.448 INF Connecting to orderer. addrStr=127.0.0.1:10022 peerId=2
03:25:13.456 INF Connected to orderer. addrStr=127.0.0.1:10022 id=2
03:25:13.456 INF Connected to orderer. addrStr=127.0.0.1:10033 id=3
03:25:13.456 INF Connected to orderer. addrStr=127.0.0.1:10000 id=0
03:25:13.456 INF Connected to orderer. addrStr=127.0.0.1:10011 id=1
03:25:13.474 INF Connected to orderers.
03:25:13.475 INF Updating bucket assignment. epoch=0
03:25:13.475 DBG New bucket assignment. buckets=[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15] orderer=0
03:25:13.475 INF Resubmitted Requests. epoch=0 n=0
03:25:13.475 INF Setting up client timeout. clientRunTime=30000
03:25:13.476 INF Starting to submit requests. numRequests=15360
03:25:13.476 DBG Submitted request. clSeqNr=0
03:25:13.480 DBG Submitted request. clSeqNr=1
03:25:13.484 DBG Submitted request. clSeqNr=2
03:25:13.488 DBG Submitted request. clSeqNr=3
03:25:13.491 DBG Submitted request. clSeqNr=4
03:25:13.496 DBG Submitted request. clSeqNr=5
03:25:13.500 DBG Submitted request. clSeqNr=6
03:25:13.504 DBG Submitted request. clSeqNr=7
03:25:13.508 DBG Submitted request. clSeqNr=8
03:25:13.511 DBG Submitted request. clSeqNr=9
03:25:13.515 DBG Submitted request. clSeqNr=10
03:25:13.520 DBG Submitted request. clSeqNr=11
03:25:13.523 DBG Submitted request. clSeqNr=12
03:25:13.527 DBG Submitted request. clSeqNr=13
03:25:13.531 DBG Submitted request. clSeqNr=14
03:25:13.535 DBG Submitted request. clSeqNr=15
03:25:13.539 DBG Submitted request. clSeqNr=16
03:25:13.543 DBG Submitted request. clSeqNr=17
03:25:13.547 DBG Submitted request. clSeqNr=18
03:25:13.550 DBG Submitted request. clSeqNr=19
03:25:13.555 DBG Submitted request. clSeqNr=20
03:25:13.559 DBG Submitted request. clSeqNr=21
03:25:13.562 DBG Submitted request. clSeqNr=22
03:25:13.566 DBG Submitted request. clSeqNr=23
03:25:13.570 DBG Submitted request. clSeqNr=24
03:25:13.574 DBG Submitted request. clSeqNr=25
03:25:13.578 DBG Submitted request. clSeqNr=26
03:25:13.582 DBG Submitted request. clSeqNr=27
03:25:13.585 DBG Submitted request. clSeqNr=28
03:25:13.590 DBG Submitted request. clSeqNr=29
03:25:13.594 DBG Submitted request. clSeqNr=30
03:25:13.597 DBG Submitted request. clSeqNr=31
03:25:13.601 DBG Submitted request. clSeqNr=32
03:25:13.606 DBG Submitted request. clSeqNr=33
03:25:13.609 DBG Submitted request. clSeqNr=34
03:25:13.613 DBG Submitted request. clSeqNr=35
03:25:13.617 DBG Submitted request. clSeqNr=36
03:25:13.621 DBG Submitted request. clSeqNr=37
03:25:13.625 DBG Submitted request. clSeqNr=38
03:25:13.629 DBG Submitted request. clSeqNr=39
03:25:13.632 DBG Submitted request. clSeqNr=40
03:25:13.637 DBG Submitted request. clSeqNr=41
03:25:13.640 DBG Submitted request. clSeqNr=42
03:25:13.644 DBG Submitted request. clSeqNr=43
03:25:13.648 DBG Submitted request. clSeqNr=44
03:25:13.652 DBG Submitted request. clSeqNr=45
03:25:13.656 DBG Submitted request. clSeqNr=46
03:25:13.660 DBG Submitted request. clSeqNr=47
03:25:13.664 DBG Submitted request. clSeqNr=48
03:25:13.668 DBG Submitted request. clSeqNr=49
03:25:13.672 DBG Submitted request. clSeqNr=50
03:25:13.675 DBG Submitted request. clSeqNr=51
03:25:13.680 DBG Submitted request. clSeqNr=52
03:25:13.684 DBG Submitted request. clSeqNr=53
03:25:13.687 DBG Submitted request. clSeqNr=54
03:25:13.691 DBG Submitted request. clSeqNr=55
03:25:13.695 DBG Submitted request. clSeqNr=56
03:25:13.699 DBG Submitted request. clSeqNr=57
03:25:13.703 DBG Submitted request. clSeqNr=58
03:25:13.707 DBG Submitted request. clSeqNr=59
03:25:13.710 DBG Submitted request. clSeqNr=60
03:25:13.715 DBG Submitted request. clSeqNr=61
03:25:13.719 DBG Submitted request. clSeqNr=62
03:25:13.722 DBG Submitted request. clSeqNr=63
03:25:13.727 DBG Submitted request. clSeqNr=64
03:25:13.730 DBG Submitted request. clSeqNr=65
03:25:13.734 DBG Submitted request. clSeqNr=66
03:25:13.738 DBG Submitted request. clSeqNr=67
03:25:13.742 DBG Submitted request. clSeqNr=68
03:25:13.746 DBG Submitted request. clSeqNr=69
03:25:13.750 DBG Submitted request. clSeqNr=70
03:25:13.753 DBG Submitted request. clSeqNr=71
03:25:13.758 DBG Submitted request. clSeqNr=72
03:25:13.762 DBG Submitted request. clSeqNr=73
03:25:13.765 DBG Submitted request. clSeqNr=74
03:25:13.769 DBG Submitted request. clSeqNr=75
03:25:13.774 DBG Submitted request. clSeqNr=76
